key,pt,en_suggestion,keep_en,context,source_file,notes
"calendar.label_35","Stress","Stress","true","object property: label","src/components/Calendar.jsx",""
"calendar.label.ano_1678","Ano","Ano","true","label attribute","src/components/Calendar.jsx",""
"calendar.label.carga_semanal_1573","Carga semanal","Carga weekl","true","label attribute","src/components/Calendar.jsx",""
"calendar.label.dia_1245","Dia","Day","true","label attribute","src/components/Calendar.jsx",""
"calendar.label.mes_1609","Mês","Mês","true","label attribute","src/components/Calendar.jsx",""
"calendar.label.semana_1538","Semana","Week","true","label attribute","src/components/Calendar.jsx",""
"calendar.message.sem_eventos_1279","Sem eventos","In the eventos","true","message attribute","src/components/Calendar.jsx",""
"calendar.peak_653","BUILD","BUILD","true","object property: peak","src/components/Calendar.jsx",""
"calendar.placeholder.escreve_uma_nota_sobre_o_treino_de_hoje_1524","Escreve uma nota sobre o treino de hoje...","Escreve a note sobre o Training of Today...","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.ex_1h30_1182","Ex: 1h30","Ex: 1h30","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.ex_3_1058","Ex: 3","Ex: 3","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.ex_72_1150","Ex: 72","Ex: 72","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.ex_circuito_europeu_regional_1090","Ex: Circuito Europeu, Regional...","Ex: Circuito Europeu, Regional...","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.ex_portuguese_international_u21_1095","Ex: Portuguese International U21","Ex: Portuguese International U21","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.ex_troia_golf_quinta_do_peru_1132","Ex: Troia Golf, Quinta do Peru...","Ex: Troia Golf, Quinta of the Peru...","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.nome_da_categoria_1222","Nome da categoria","Nome of the Category","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.nome_do_evento_1025","Nome do evento","Nome of the evento","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.notas_sobre_o_jogo_1155","Notas sobre o jogo...","Notes sobre o jogo...","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.observacoes_1190","Observacoes...","Notes...","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.placeholder.top_10_cut_dnf_1054","Top 10, Cut, DNF...","Top 10, Cut, DNF...","true","placeholder attribute","src/components/Calendar.jsx",""
"calendar.recovery_656","RECOVERY","RECOVERY","true","object property: recovery","src/components/Calendar.jsx",""
"calendar.ui.18_buracos_1143","18 buracos","18 buracos","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.27_buracos_1144","27 buracos","27 buracos","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.36_buracos_1145","36 buracos","36 buracos","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.9_buracos_1142","9 buracos","9 buracos","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.agendar_630","+ Agendar","+ Agendar","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.apagar_921","Apagar","Delete","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.apagar_esta_avaliacao_917","Apagar esta avaliação?","Delete esta avaliação?","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.apagar_este_evento_953","Apagar este evento?","Delete este evento?","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.atividades_1277","Atividades","Atividades","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.buracos_1140","BURACOS","BURACOS","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.calendar_1237","CALENDAR","CALENDAR","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.calendrio_1238","Calendrio","Calendrio","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.cancelar_920","Cancelar","Cancel","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.categoria_1039","CATEGORIA","CATEGORY","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.como_correu_932","COMO CORREU?","COMO CORREU?","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.como_me_senti_hoje_1312","Como me senti hoje?","Como me senti Today?","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.data_1135","DATA","DATA","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.descanso_841","Descanso","Rest","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.dia_621","Dia","Day","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.dia_de_descanso_1375","DIA DE DESCANSO","DAY OF REST","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.duracao_1181","DURACAO","DURACAO","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.energia_hoje_662","Energia hoje","Energia Today","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.escolher_cor_1225","Escolher cor","Escolher cor","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.esta_accao_nao_pode_ser_desfeita_918","Esta acção não pode ser desfeita.","Esta acção não pode ser desfeita.","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.estado_1045","ESTADO","ESTADO","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.evento_1550","Evento","Evento","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.evento_597","+ Evento","+ Evento","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.exercicio_1454","exercício","exercício","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.fez_campo_1063","Fez campo","Fez course","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.fim_1033","FIM","FIM","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.guardar_1230","Guardar","Save","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.hoje_594","Hoje","Today","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.hora_1177","HORA","HORA","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.i_764","i","i","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.inicio_1029","INICIO","INICIO","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.livre_823","Livre","Free","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.local_campo_1131","LOCAL / CAMPO","LOCAL / COURSE","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.nome_1024","NOME","NOME","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.nome_do_torneio_1094","NOME DO TORNEIO","NOME OF THE TOURNAMENT","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.nota_do_dia_1522","NOTA DO DIA","NOTE OF THE DAY","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.notas_1189","NOTAS","NOTES","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.nova_categoria_1220","Nova Categoria","Nova Category","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.novo_agendamento_985","Novo agendamento","Novo agendamento","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.objetivo_da_semana_1580","Objetivo da semana","Goal of the week","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.objetivo_do_dia_668","Objetivo do dia","Goal of the day","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.personalizado_1084","Personalizado","Personalizado","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.posicao_1057","POSICAO","POSICAO","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.posio_1121","Posio","Posio","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.preencher_stats_975","Preencher Stats","Preencher Stats","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.que_tipo_de_agendamento_987","Que tipo de agendamento?","Que tipo of agendamento?","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.queres_preencher_as_stats_agora_972","Queres preencher as stats agora?","Queres preencher as stats agora?","false","JSX text","src/components/Calendar.jsx",""
"calendar.ui.registar_sessao_1367","Registar Sessão","Register Sessão","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.resultado_1053","RESULTADO","RESULTADO","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.resultado_1117","Resultado","Resultado","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.resultado_preencher_aps_o_torneio_1114","RESULTADO (preencher aps o torneio)","RESULTADO (preencher aps o tournament)","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.score_1149","SCORE","SCORE","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.sem_sessoes_planeadas_1365","Sem sessões planeadas","In the sessões planeadas","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.sessoes_do_dia_1361","SESSÕES DO DIA","SESSÕES OF THE DAY","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.tipo_de_torneio_1070","TIPO DE TORNEIO","TIPO OF TOURNAMENT","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.titulo_1167","TITULO","TITULO","true","JSX text","src/components/Calendar.jsx",""
"calendar.ui.torneio_concluido_971","Torneio concluído!","Tournament concluído!","true","JSX text","src/components/Calendar.jsx",""
"calendar.value_27","bom","bom","false","object property: value","src/components/Calendar.jsx",""
"chat.alt.foto_241","foto","Photo","false","alt attribute","src/components/Chat.jsx",""
"chat.behavior_67","smooth","smooth","false","object property: behavior","src/components/Chat.jsx",""
"chat.cancel_31","Cancelar","Cancel","true","object property: cancel","src/components/Chat.jsx",""
"chat.cancel_32","Cancel","Cancel","true","object property: cancel","src/components/Chat.jsx",""
"chat.day_124","2-digit","2-digit","false","object property: day","src/components/Chat.jsx",""
"chat.deletebtn_31","Apagar","Delete","true","object property: deletebtn","src/components/Chat.jsx",""
"chat.deletebtn_32","Delete","Delete","true","object property: deletebtn","src/components/Chat.jsx",""
"chat.deletemsg_31","Apagar esta mensagem?","Delete esta Message?","false","object property: deletemsg","src/components/Chat.jsx",""
"chat.deletemsg_32","Delete this message?","Delete this message?","false","object property: deletemsg","src/components/Chat.jsx",""
"chat.edited_31","editado","editado","false","object property: edited","src/components/Chat.jsx",""
"chat.edited_32","edited","edited","false","object property: edited","src/components/Chat.jsx",""
"chat.empty_31","Sem mensagens. Começa a conversa!","In the messages. Começa the conversa!","true","object property: empty","src/components/Chat.jsx",""
"chat.empty_32","No messages yet. Start the conversation!","In the messages yet. Start the conversation!","true","object property: empty","src/components/Chat.jsx",""
"chat.hour_117","2-digit","2-digit","false","object property: hour","src/components/Chat.jsx",""
"chat.loading_31","A carregar...","Loading...","true","object property: loading","src/components/Chat.jsx",""
"chat.loading_32","Loading...","Loading...","true","object property: loading","src/components/Chat.jsx",""
"chat.month_124","short","short","false","object property: month","src/components/Chat.jsx",""
"chat.save_31","Guardar","Save","true","object property: save","src/components/Chat.jsx",""
"chat.save_32","Save","Save","true","object property: save","src/components/Chat.jsx",""
"chat.send_31","Enviar","Send","true","object property: send","src/components/Chat.jsx",""
"chat.send_32","Send","Send","true","object property: send","src/components/Chat.jsx",""
"chat.ui.chat_team_160","CHAT / TEAM","CHAT / TEAM","true","JSX text","src/components/Chat.jsx",""
"chat.ui.equipa_francisca_171","Equipa Francisca","Team Francisca","true","JSX text","src/components/Chat.jsx",""
"chat.ui.fs_169","FS","FS","true","JSX text","src/components/Chat.jsx",""
"chat.you_31","Tu","Tu","true","object property: you","src/components/Chat.jsx",""
"chat.you_32","You","You","true","object property: you","src/components/Chat.jsx",""
"compstats.label_11","Score","Score","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_13","Fairways Hit","Fairways Hit","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_14","Greens in Regulation","Greens in Regulation","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_15","Putts per Round","Putts per Round","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_16","Scrambling","Scrambling","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_17","Drive Distance","Drive Distance","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_18","Drive Accuracy","Drive Accuracy","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_424","FIR","FIR","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_424","GIR","GIR","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_424","Putts","Putts","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_585","COMPETIÇÕES","COMPETIÇÕES","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_586","MÉDIA SCORE","MÉDAY SCORE","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_587","MELHOR POSIÇÃO","MELHOR POSIÇÃO","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_588","TOP 10","TOP 10","true","object property: label","src/components/CompStats.jsx",""
"compstats.label_589","MÉDIA GIR","MÉDAY GIR","true","object property: label","src/components/CompStats.jsx",""
"compstats.message.sem_competicoes_jogadas_ainda_621","Sem competições jogadas ainda.","In the competições jogadas ainda.","true","message attribute","src/components/CompStats.jsx",""
"compstats.placeholder.nome_512","Nome","Nome","true","placeholder attribute","src/components/CompStats.jsx",""
"compstats.placeholder.nome_do_campo_379","Nome do campo","Nome of the course","true","placeholder attribute","src/components/CompStats.jsx",""
"compstats.placeholder.notas_528","Notas...","Notes...","true","placeholder attribute","src/components/CompStats.jsx",""
"compstats.placeholder.unidade_380","unidade","unidade","false","placeholder attribute","src/components/CompStats.jsx",""
"compstats.placeholder.unit_354","unit","unit","false","placeholder attribute","src/components/CompStats.jsx",""
"compstats.placeholder.valor_515","Valor","Valor","true","placeholder attribute","src/components/CompStats.jsx",""
"compstats.ui.a_carregar_618","A carregar...","Loading...","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.acao_636","AÇÃO","AÇÃO","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.adicionar_384","+ Adicionar","+ Adicionar","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.adicionar_campo_377","ADICIONAR CAMPO","ADICIONAR COURSE","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.adicionar_stat_extra_521","+ Adicionar stat extra","+ Adicionar stat extra","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.apagar_321","Apagar","Delete","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.apagar_estas_stats_315","Apagar estas stats?","Delete estas stats?","false","JSX text","src/components/CompStats.jsx",""
"compstats.ui.cancelar_320","Cancelar","Cancel","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.categoria_630","CATEGORIA","CATEGORY","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.competicao_628","COMPETIÇÃO","COMPETIÇÃO","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.competicoes_561","COMPETIÇÕES","COMPETIÇÕES","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.configurar_567","Configurar","Configure","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.configurar_campos_332","Configurar Campos","Configure Courses","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.data_629","DATA","DATA","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.editar_708","Editar","Edit","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.guardar_358","Guardar","Save","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.historico_competitivo_562","Histórico Competitivo","Histórico Competitivo","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.melhor_356","↓ melhor","↓ melhor","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.notas_761","NOTAS","NOTES","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.por_preencher_713","Por preencher","Missing","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.por_preencher_753","por preencher","Missing","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.por_round_364","POR ROUND","BY ROUND","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.r_460","R","R","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.seleciona_as_colunas_visiveis_na_tabela_392","Seleciona as colunas visíveis na tabela.","Seleciona as colunas visíveis in the tabela.","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.serao_apagadas_permanentemente_317","serão apagadas permanentemente.","serão apagadas permanentemente.","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.stats_de_316","Stats de","Stats of","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.torneios_marcados_como_jogados_no_calendario_563","Torneios marcados como jogados no calendário","Tournaments marcados como jogados in the calendário","true","JSX text","src/components/CompStats.jsx",""
"compstats.ui.total_480","TOTAL","TOTAL","true","JSX text","src/components/CompStats.jsx",""
"compstats.unit_17","m","m","false","object property: unit","src/components/CompStats.jsx",""
"dashboard.alt.team_f1_803","Team F1","Team F1","true","alt attribute","src/components/Dashboard.jsx",""
"dashboard.category_357","golfe","golfe","true","object property: category","src/components/Dashboard.jsx",""
"dashboard.day_304","2-digit","2-digit","false","object property: day","src/components/Dashboard.jsx",""
"dashboard.en.ai.btn_72","Analyse Data","Analyse Data","true","object property: en.ai.btn","src/components/Dashboard.jsx",""
"dashboard.en.ai.desc_71","Claude analyses all registered data and returns an assessment of progression, trends and concrete recommendations.","Claude analyses all registered data and returns an assessment of progression, trends and concrete recommendations.","true","object property: en.ai.desc","src/components/Dashboard.jsx",""
"dashboard.en.ai.loading_72","Analysing...","Analysing...","true","object property: en.ai.loading","src/components/Dashboard.jsx",""
"dashboard.en.chart.chart_68","Chart","Chart","true","object property: en.chart.chart","src/components/Dashboard.jsx",""
"dashboard.en.chart.evolution_68","EVOLUTION","EVOLUTION","true","object property: en.chart.evolution","src/components/Dashboard.jsx",""
"dashboard.en.chart.nodata_68","No data — start logging to see progress","In the data — start logging to see progress","true","object property: en.chart.nodata","src/components/Dashboard.jsx",""
"dashboard.en.chart.table_68","Table","Table","true","object property: en.chart.table","src/components/Dashboard.jsx",""
"dashboard.en.chart.target_68","Target: ","Target:","true","object property: en.chart.target","src/components/Dashboard.jsx",""
"dashboard.en.deletemodal.cancel_66","Cancel","Cancel","true","object property: en.deletemodal.cancel","src/components/Dashboard.jsx",""
"dashboard.en.deletemodal.confirm_66","Delete","Delete","true","object property: en.deletemodal.confirm","src/components/Dashboard.jsx",""
"dashboard.en.deletemodal.title_64","Delete this entry?","Delete this entry?","false","object property: en.deletemodal.title","src/components/Dashboard.jsx",""
"dashboard.en.kpi.add_59","+ Add","+ Add","true","object property: en.kpi.add","src/components/Dashboard.jsx",""
"dashboard.en.kpi.nameholder_60","KPI name","KPI name","true","object property: en.kpi.nameholder","src/components/Dashboard.jsx",""
"dashboard.en.kpi.savebtn_61","Save KPIs to DB","Save KPIs to DB","true","object property: en.kpi.savebtn","src/components/Dashboard.jsx",""
"dashboard.en.kpi.saving_61","Saving...","Saving...","true","object property: en.kpi.saving","src/components/Dashboard.jsx",""
"dashboard.en.kpi.target_59","target","target","false","object property: en.kpi.target","src/components/Dashboard.jsx",""
"dashboard.en.kpi.targetholder_60","target","target","false","object property: en.kpi.targetholder","src/components/Dashboard.jsx",""
"dashboard.en.kpi.title_59","EDIT PRIORITIES","EDIT PRIORITIES","true","object property: en.kpi.title","src/components/Dashboard.jsx",""
"dashboard.en.kpi.unit_59","unit","unit","false","object property: en.kpi.unit","src/components/Dashboard.jsx",""
"dashboard.en.kpi.unitholder_60","unit","unit","false","object property: en.kpi.unitholder","src/components/Dashboard.jsx",""
"dashboard.en.kpierror_77","Error: ","Errorr:","true","object property: en.kpierror","src/components/Dashboard.jsx",""
"dashboard.en.kpisaved_76","KPIs saved ✓","KPIs saved ✓","true","object property: en.kpisaved","src/components/Dashboard.jsx",""
"dashboard.en.langmodal.cancel_78","Cancel","Cancel","true","object property: en.langmodal.cancel","src/components/Dashboard.jsx",""
"dashboard.en.langmodal.title_78","Language","Language","true","object property: en.langmodal.title","src/components/Dashboard.jsx",""
"dashboard.en.loading_74","Loading...","Loading...","true","object property: en.loading","src/components/Dashboard.jsx",""
"dashboard.en.menu.darkmode_45","Dark Mode","Dark Mode","true","object property: en.menu.darkmode","src/components/Dashboard.jsx",""
"dashboard.en.menu.editprofile_44","Edit Profile","Edit Profile","true","object property: en.menu.editprofile","src/components/Dashboard.jsx",""
"dashboard.en.menu.exportexcel_45","Export Excel","Export Excel","true","object property: en.menu.exportexcel","src/components/Dashboard.jsx",""
"dashboard.en.menu.home_44","Home","Home","true","object property: en.menu.home","src/components/Dashboard.jsx",""
"dashboard.en.menu.language_46","Language","Language","true","object property: en.menu.language","src/components/Dashboard.jsx",""
"dashboard.en.menu.lightmode_45","Light Mode","Light Mode","true","object property: en.menu.lightmode","src/components/Dashboard.jsx",""
"dashboard.en.menu.managekpis_44","Edit Priorities","Edit Priorities","true","object property: en.menu.managekpis","src/components/Dashboard.jsx",""
"dashboard.en.menu.signout_46","Sign Out","Sign Out","true","object property: en.menu.signout","src/components/Dashboard.jsx",""
"dashboard.en.menu.team_44","Team","Team","true","object property: en.menu.team","src/components/Dashboard.jsx",""
"dashboard.en.profile.cancel_55","Cancel","Cancel","true","object property: en.profile.cancel","src/components/Dashboard.jsx",""
"dashboard.en.profile.club_54","Club / Organisation","Club / Organisation","true","object property: en.profile.club","src/components/Dashboard.jsx",""
"dashboard.en.profile.email_55","EMAIL","EMAIL","true","object property: en.profile.email","src/components/Dashboard.jsx",""
"dashboard.en.profile.name_54","Name","Name","true","object property: en.profile.name","src/components/Dashboard.jsx",""
"dashboard.en.profile.phone_55","Phone","Phone","true","object property: en.profile.phone","src/components/Dashboard.jsx",""
"dashboard.en.profile.save_55","Save","Save","true","object property: en.profile.save","src/components/Dashboard.jsx",""
"dashboard.en.profile.title_54","Edit Profile","Edit Profile","true","object property: en.profile.title","src/components/Dashboard.jsx",""
"dashboard.en.register.date_49","DATE","DATE","true","object property: en.register.date","src/components/Dashboard.jsx",""
"dashboard.en.register.notes_50","SESSION NOTES","SESSION NOTES","true","object property: en.register.notes","src/components/Dashboard.jsx",""
"dashboard.en.register.notesplaceholder_50","Observations, conditions, feelings...","Observations, conditions, feelings...","true","object property: en.register.notesplaceholder","src/components/Dashboard.jsx",""
"dashboard.en.register.save_51","Save Session","Save Session","true","object property: en.register.save","src/components/Dashboard.jsx",""
"dashboard.en.register.saving_51","Saving...","Saving...","true","object property: en.register.saving","src/components/Dashboard.jsx",""
"dashboard.en.register.title_49","Register Performance","Register Performance","true","object property: en.register.title","src/components/Dashboard.jsx",""
"dashboard.en.registerbtn_42","+ Register Performance","+ Register Performance","true","object property: en.registerbtn","src/components/Dashboard.jsx",""
"dashboard.en.saved_75","Saved ✓","Saved ✓","true","object property: en.saved","src/components/Dashboard.jsx",""
"dashboard.en.table.date_69","DATE","DATE","true","object property: en.table.date","src/components/Dashboard.jsx",""
"dashboard.en.table.empty_69","No entries yet. Use the Register Performance button to start.","In the entries yet. Use the Register Performance button to start.","true","object property: en.table.empty","src/components/Dashboard.jsx",""
"dashboard.en.table.notes_69","NOTES","NOTES","true","object property: en.table.notes","src/components/Dashboard.jsx",""
